ticket_id,created_at,resolved_at,status,priority,category,subcategory,channel,site,assigned_group,resolution_minutes,sla_target_minutes,sla_met,root_cause,customer_satisfaction
TKT-00156,2026-03-25 17:18:00,2026-03-26 04:50:00,Closed,P3 - Medium,Network,Switch port issue,Monitoring Alert,Wangara,Security Support,692.0,1440,True,Hardware failure,4.0
TKT-00157,2026-06-07 13:17:00,,Open,P3 - Medium,Software,Application error,Email,Remote User,Security Support,,1440,,Hardware failure,
TKT-00158,2026-01-08 09:54:00,2026-01-08 12:53:00,Closed,P3 - Medium,Software,Performance issue,Email,Wangara,Service Desk,179.0,1440,True,Configuration issue,5.0
TKT-00159,2026-05-26 07:38:00,2026-05-26 21:59:00,Closed,P3 - Medium,Printer,Network printer offline,Walk-up,Malaga,Security Support,861.0,1440,True,Unknown,4.0
TKT-00160,2026-03-22 17:17:00,2026-03-22 18:51:00,Closed,P2 - High,Network,Wi-Fi issue,Email,Remote User,Desktop Support,94.0,480,True,Software bug,4.0
TKT-00161,2026-03-08 18:28:00,2026-03-09 21:35:00,Closed,P4 - Low,Software,Installation request,Monitoring Alert,Wangara,Service Desk,1627.0,2880,True,Configuration issue,4.0
TKT-00162,2026-04-24 08:51:00,,Open,P3 - Medium,CCTV,Video playback issue,Walk-up,Remote User,Service Desk,,1440,,Network outage,
TKT-00163,2026-06-29 17:11:00,2026-06-29 21:33:00,Resolved,P4 - Low,Software,Software update,Email,Wangara,Desktop Support,262.0,2880,True,Configuration issue,5.0
TKT-00164,2026-04-05 14:51:00,2026-04-05 18:00:00,Closed,P1 - Critical,Printer,Driver issue,Self-service Portal,Perth CBD,Service Desk,189.0,240,True,Hardware failure,5.0
TKT-00165,2026-04-16 13:52:00,2026-04-17 00:25:00,Closed,P3 - Medium,Hardware,Monitor issue,Walk-up,Remote User,Service Desk,633.0,1440,True,Software bug,5.0
TKT-00166,2026-05-22 17:37:00,2026-05-22 23:05:00,Closed,P3 - Medium,Software,Software update,Monitoring Alert,Osborne Park,Service Desk,328.0,1440,True,Unknown,4.0
TKT-00167,2026-03-24 18:14:00,2026-03-25 11:44:00,Closed,P2 - High,Network,Slow connection,Email,Malaga,Desktop Support,1050.0,480,False,Access permission,2.0
TKT-00168,2026-06-07 15:05:00,2026-06-07 17:10:00,Closed,P3 - Medium,Security,Malware alert,Self-service Portal,Osborne Park,Desktop Support,125.0,1440,True,Configuration issue,5.0
TKT-00169,2026-05-25 07:52:00,2026-05-25 09:50:00,Closed,P3 - Medium,Account,Password reset,Email,Remote User,Field Support,118.0,1440,True,Hardware failure,5.0
TKT-00170,2026-06-13 07:31:00,2026-06-13 10:54:00,Closed,P3 - Medium,Account,MFA issue,Walk-up,Canning Vale,Desktop Support,203.0,1440,True,Unknown,5.0
TKT-00171,2026-06-26 07:10:00,2026-06-26 13:20:00,Closed,P3 - Medium,Printer,Network printer offline,Monitoring Alert,Wangara,Network Support,370.0,1440,True,Network outage,4.0
TKT-00172,2026-03-30 13:08:00,2026-03-30 20:01:00,Closed,P4 - Low,Network,Switch port issue,Self-service Portal,Perth CBD,Network Support,413.0,2880,True,Configuration issue,5.0
TKT-00173,2026-01-25 07:18:00,2026-01-25 11:52:00,Closed,P3 - Medium,Software,Performance issue,Phone,Wangara,Network Support,274.0,1440,True,Network outage,5.0
TKT-00174,2026-05-12 14:31:00,2026-05-12 17:32:00,Closed,P2 - High,Account,Account lockout,Email,Perth CBD,Security Support,181.0,480,True,Network outage,5.0
TKT-00175,2026-01-13 07:18:00,2026-01-13 21:20:00,Closed,P3 - Medium,Software,Performance issue,Walk-up,Osborne Park,Service Desk,842.0,1440,True,Unknown,4.0
TKT-00176,2026-04-04 13:23:00,2026-04-04 21:14:00,Closed,P2 - High,Network,Wi-Fi issue,Self-service Portal,Osborne Park,Desktop Support,471.0,480,True,Hardware failure,3.0
TKT-00177,2026-05-21 11:52:00,2026-05-21 14:35:00,Closed,P2 - High,Software,Application error,Phone,Perth CBD,Security Support,163.0,480,True,Hardware failure,5.0
TKT-00178,2026-02-06 10:38:00,,Pending Vendor,P3 - Medium,Printer,Network printer offline,Self-service Portal,Perth CBD,Service Desk,,1440,,User error,
TKT-00179,2026-04-27 09:38:00,2026-04-27 17:49:00,Closed,P3 - Medium,Network,LAN outage,Walk-up,Osborne Park,Network Support,491.0,1440,True,Configuration issue,5.0
TKT-00180,2026-06-01 12:32:00,2026-06-01 23:28:00,Resolved,P3 - Medium,Hardware,Peripheral fault,Monitoring Alert,Remote User,Field Support,656.0,1440,True,Hardware failure,5.0
TKT-00181,2026-01-29 13:37:00,2026-01-29 18:38:00,Closed,P1 - Critical,Software,Application error,Self-service Portal,Canning Vale,Network Support,301.0,240,False,Access permission,2.0
TKT-00182,2026-01-14 16:30:00,2026-01-14 20:45:00,Closed,P3 - Medium,Printer,Network printer offline,Phone,Remote User,Desktop Support,255.0,1440,True,User error,4.0
TKT-00183,2026-04-23 12:26:00,2026-04-24 01:49:00,Closed,P3 - Medium,Software,Software update,Monitoring Alert,Osborne Park,Field Support,803.0,1440,True,Software bug,4.0
TKT-00184,2026-02-05 15:13:00,2026-02-06 13:21:00,Closed,P3 - Medium,CCTV,IP address conflict,Self-service Portal,Canning Vale,Network Support,1328.0,1440,True,Configuration issue,5.0
TKT-00185,2026-06-23 18:43:00,2026-06-24 12:38:00,Closed,P3 - Medium,Software,Installation request,Self-service Portal,Canning Vale,Desktop Support,1075.0,1440,True,Configuration issue,5.0
TKT-00186,2026-03-18 11:45:00,,Pending Vendor,P3 - Medium,Hardware,Monitor issue,Monitoring Alert,Malaga,Security Support,,1440,,Hardware failure,
TKT-00187,2026-03-15 08:36:00,2026-03-15 21:57:00,Resolved,P4 - Low,Software,Performance issue,Monitoring Alert,Malaga,Desktop Support,801.0,2880,True,Hardware failure,5.0
TKT-00188,2026-04-24 17:16:00,2026-04-25 03:47:00,Closed,P4 - Low,Network,LAN outage,Phone,Osborne Park,Network Support,631.0,2880,True,Network outage,5.0
TKT-00189,2026-05-31 10:15:00,2026-05-31 11:04:00,Closed,P2 - High,Account,Access request,Phone,Perth CBD,Service Desk,49.0,480,True,Software bug,3.0
TKT-00190,2026-02-05 07:35:00,2026-02-06 20:07:00,Resolved,P3 - Medium,Hardware,Keyboard/mouse,Monitoring Alert,Canning Vale,Desktop Support,2192.0,1440,False,Unknown,4.0
TKT-00191,2026-01-23 17:36:00,2026-01-24 08:12:00,Closed,P3 - Medium,Security,Suspicious email,Phone,Canning Vale,Desktop Support,876.0,1440,True,User error,4.0
TKT-00192,2026-03-16 07:00:00,2026-03-16 18:38:00,Closed,P3 - Medium,Security,Suspicious email,Walk-up,Malaga,Security Support,698.0,1440,True,Access permission,4.0
TKT-00193,2026-05-10 14:17:00,,Pending Vendor,P3 - Medium,Software,Software update,Email,Malaga,Desktop Support,,1440,,Access permission,
TKT-00194,2026-03-28 11:36:00,2026-03-28 15:00:00,Closed,P3 - Medium,Software,Software update,Phone,Osborne Park,Security Support,204.0,1440,True,Unknown,5.0
TKT-00195,2026-01-25 09:08:00,2026-01-25 23:50:00,Closed,P3 - Medium,Software,Software update,Email,Malaga,Security Support,882.0,1440,True,Configuration issue,4.0
TKT-00196,2026-05-30 18:36:00,2026-05-31 01:16:00,Closed,P3 - Medium,Software,Installation request,Phone,Perth CBD,Service Desk,400.0,1440,True,Software bug,3.0
TKT-00197,2026-06-30 11:44:00,2026-07-01 01:17:00,Closed,P3 - Medium,Hardware,Docking station issue,Walk-up,Osborne Park,Desktop Support,813.0,1440,True,Configuration issue,3.0
TKT-00198,2026-06-05 12:26:00,2026-06-05 16:35:00,Closed,P3 - Medium,Security,Unauthorized access attempt,Self-service Portal,Remote User,Desktop Support,249.0,1440,True,Unknown,5.0
TKT-00199,2026-01-21 15:28:00,,Open,P3 - Medium,Hardware,Peripheral fault,Walk-up,Perth CBD,Field Support,,1440,,User error,
TKT-00200,2026-05-27 15:09:00,2026-05-27 20:37:00,Closed,P3 - Medium,Network,Switch port issue,Monitoring Alert,Perth CBD,Desktop Support,328.0,1440,True,Access permission,4.0
TKT-00201,2026-01-15 14:08:00,2026-01-15 17:56:00,Closed,P2 - High,Software,Performance issue,Self-service Portal,Perth CBD,Field Support,228.0,480,True,Software bug,5.0
TKT-00202,2026-03-07 07:47:00,2026-03-07 10:25:00,Closed,P3 - Medium,Account,Password reset,Email,Canning Vale,Network Support,158.0,1440,True,Access permission,4.0
TKT-00203,2026-01-18 14:02:00,,Pending Vendor,P4 - Low,Network,Slow connection,Monitoring Alert,Wangara,Desktop Support,,2880,,Unknown,
TKT-00204,2026-04-06 13:28:00,,Pending User,P3 - Medium,Account,Account lockout,Monitoring Alert,Perth CBD,Field Support,,1440,,Configuration issue,
TKT-00205,2026-05-18 13:33:00,2026-05-18 14:45:00,Closed,P3 - Medium,Account,Access request,Email,Perth CBD,Network Support,72.0,1440,True,Software bug,3.0
TKT-00206,2026-02-28 10:29:00,2026-02-28 12:21:00,Closed,P3 - Medium,Account,MFA issue,Phone,Remote User,Service Desk,112.0,1440,True,User error,4.0
TKT-00207,2026-01-05 10:13:00,2026-01-05 19:19:00,Resolved,P3 - Medium,Printer,Print queue issue,Monitoring Alert,Osborne Park,Service Desk,546.0,1440,True,Configuration issue,3.0
TKT-00208,2026-02-25 07:08:00,2026-02-25 09:05:00,Closed,P3 - Medium,Account,MFA issue,Phone,Remote User,Field Support,117.0,1440,True,Hardware failure,5.0
TKT-00209,2026-03-02 11:56:00,2026-03-02 19:19:00,Resolved,P3 - Medium,Software,Software update,Monitoring Alert,Malaga,Network Support,443.0,1440,True,User error,3.0
TKT-00210,2026-02-14 17:43:00,2026-02-14 23:39:00,Resolved,P3 - Medium,Software,Performance issue,Email,Malaga,Security Support,356.0,1440,True,Unknown,4.0
TKT-00211,2026-03-18 13:11:00,2026-03-18 22:43:00,Closed,P3 - Medium,Software,Performance issue,Phone,Wangara,Network Support,572.0,1440,True,Unknown,5.0
TKT-00212,2026-05-24 13:26:00,,Open,P4 - Low,Account,Access request,Monitoring Alert,Wangara,Network Support,,2880,,Configuration issue,
TKT-00213,2026-04-05 08:34:00,2026-04-05 15:27:00,Closed,P2 - High,Hardware,Monitor issue,Email,Malaga,Security Support,413.0,480,True,Access permission,5.0
TKT-00214,2026-05-31 18:42:00,2026-05-31 20:02:00,Closed,P1 - Critical,Account,Account lockout,Phone,Malaga,Network Support,80.0,240,True,User error,5.0
TKT-00215,2026-05-03 10:44:00,2026-05-03 18:07:00,Resolved,P2 - High,Network,LAN outage,Monitoring Alert,Wangara,Field Support,443.0,480,True,Hardware failure,5.0
TKT-00216,2026-04-02 11:16:00,2026-04-02 16:18:00,Closed,P3 - Medium,Printer,Network printer offline,Monitoring Alert,Perth CBD,Security Support,302.0,1440,True,Unknown,4.0
TKT-00217,2026-04-16 07:36:00,2026-04-16 14:44:00,Closed,P4 - Low,Printer,Driver issue,Email,Malaga,Field Support,428.0,2880,True,Network outage,5.0
TKT-00218,2026-03-26 10:24:00,2026-03-26 21:10:00,Closed,P3 - Medium,Software,Software update,Monitoring Alert,Osborne Park,Network Support,646.0,1440,True,Hardware failure,5.0
TKT-00219,2026-05-06 14:10:00,2026-05-07 09:00:00,Resolved,P3 - Medium,Printer,Toner/maintenance,Phone,Wangara,Field Support,1130.0,1440,True,Software bug,5.0
TKT-00220,2026-01-16 15:02:00,,Pending User,P4 - Low,Network,Wi-Fi issue,Email,Perth CBD,Security Support,,2880,,Configuration issue,
TKT-00221,2026-01-03 10:32:00,2026-01-04 05:42:00,Resolved,P3 - Medium,Printer,Print queue issue,Self-service Portal,Remote User,Field Support,1150.0,1440,True,Software bug,4.0
TKT-00222,2026-04-16 07:01:00,2026-04-16 07:30:00,Closed,P1 - Critical,Account,MFA issue,Self-service Portal,Malaga,Service Desk,29.0,240,True,Network outage,5.0
TKT-00223,2026-02-15 08:58:00,2026-02-15 09:25:00,Resolved,P3 - Medium,Printer,Driver issue,Phone,Wangara,Field Support,27.0,1440,True,Network outage,3.0
TKT-00224,2026-01-21 12:25:00,2026-01-21 18:52:00,Resolved,P3 - Medium,Hardware,Monitor issue,Phone,Malaga,Service Desk,387.0,1440,True,Access permission,4.0
TKT-00225,2026-04-14 13:24:00,2026-04-14 21:59:00,Closed,P3 - Medium,Security,Suspicious email,Email,Remote User,Desktop Support,515.0,1440,True,User error,5.0
TKT-00226,2026-05-25 08:57:00,2026-05-26 09:28:00,Resolved,P3 - Medium,Software,Software update,Phone,Remote User,Field Support,1471.0,1440,False,Software bug,4.0
TKT-00227,2026-03-13 15:36:00,2026-03-13 21:56:00,Resolved,P4 - Low,Hardware,Monitor issue,Walk-up,Perth CBD,Desktop Support,380.0,2880,True,Network outage,5.0
TKT-00228,2026-01-20 11:10:00,2026-01-21 03:52:00,Resolved,P4 - Low,Network,Switch port issue,Monitoring Alert,Remote User,Field Support,1002.0,2880,True,Hardware failure,5.0
TKT-00229,2026-06-26 18:05:00,2026-06-26 20:56:00,Resolved,P3 - Medium,Hardware,Docking station issue,Email,Perth CBD,Security Support,171.0,1440,True,Configuration issue,5.0
TKT-00230,2026-06-02 13:49:00,2026-06-03 05:47:00,Resolved,P3 - Medium,Printer,Toner/maintenance,Monitoring Alert,Canning Vale,Desktop Support,958.0,1440,True,Hardware failure,4.0
TKT-00231,2026-05-30 17:24:00,2026-05-31 10:03:00,Closed,P3 - Medium,Software,Installation request,Phone,Remote User,Service Desk,999.0,1440,True,User error,3.0
TKT-00232,2026-02-09 18:24:00,2026-02-10 01:11:00,Resolved,P3 - Medium,Hardware,Workstation fault,Email,Perth CBD,Network Support,407.0,1440,True,Software bug,4.0
TKT-00233,2026-02-17 13:28:00,2026-02-18 14:02:00,Closed,P3 - Medium,Hardware,Keyboard/mouse,Email,Perth CBD,Service Desk,1474.0,1440,False,Hardware failure,3.0
TKT-00234,2026-04-09 07:18:00,2026-04-09 14:09:00,Resolved,P3 - Medium,Software,Application error,Self-service Portal,Wangara,Field Support,411.0,1440,True,Network outage,4.0
TKT-00235,2026-03-19 11:31:00,2026-03-20 06:39:00,Closed,P3 - Medium,Network,LAN outage,Monitoring Alert,Malaga,Security Support,1148.0,1440,True,Hardware failure,3.0
TKT-00236,2026-03-05 18:40:00,2026-03-06 00:18:00,Closed,P2 - High,Software,Software update,Monitoring Alert,Perth CBD,Desktop Support,338.0,480,True,Hardware failure,4.0
TKT-00237,2026-04-08 12:28:00,2026-04-08 21:06:00,Resolved,P3 - Medium,Network,Switch port issue,Phone,Malaga,Network Support,518.0,1440,True,Network outage,4.0
TKT-00238,2026-04-12 12:18:00,2026-04-12 15:45:00,Closed,P2 - High,Security,Unauthorized access attempt,Self-service Portal,Wangara,Network Support,207.0,480,True,Software bug,5.0
TKT-00239,2026-05-25 10:37:00,2026-05-26 08:30:00,Closed,P4 - Low,Hardware,Monitor issue,Self-service Portal,Perth CBD,Security Support,1313.0,2880,True,Access permission,5.0
TKT-00240,2026-01-18 13:43:00,2026-01-19 02:30:00,Resolved,P4 - Low,Network,Slow connection,Phone,Malaga,Desktop Support,767.0,2880,True,Access permission,4.0
TKT-00241,2026-06-03 14:37:00,2026-06-04 01:31:00,Closed,P3 - Medium,Software,Performance issue,Self-service Portal,Perth CBD,Network Support,654.0,1440,True,Access permission,4.0
TKT-00242,2026-01-22 08:49:00,2026-01-22 11:34:00,Closed,P3 - Medium,CCTV,Video playback issue,Phone,Remote User,Field Support,165.0,1440,True,User error,4.0
TKT-00243,2026-03-26 13:06:00,2026-03-27 06:44:00,Closed,P3 - Medium,Software,Installation request,Phone,Osborne Park,Field Support,1058.0,1440,True,Network outage,3.0
TKT-00244,2026-04-11 14:49:00,2026-04-12 11:25:00,Closed,P3 - Medium,Software,Software update,Walk-up,Perth CBD,Security Support,1236.0,1440,True,User error,5.0
TKT-00245,2026-02-06 12:19:00,2026-02-07 03:36:00,Closed,P4 - Low,Hardware,Monitor issue,Self-service Portal,Canning Vale,Network Support,917.0,2880,True,Software bug,4.0
TKT-00246,2026-01-18 11:02:00,2026-01-19 17:00:00,Closed,P3 - Medium,Network,Wi-Fi issue,Walk-up,Remote User,Service Desk,1798.0,1440,False,Access permission,4.0
TKT-00247,2026-05-13 09:35:00,2026-05-14 07:03:00,Resolved,P4 - Low,Printer,Network printer offline,Monitoring Alert,Wangara,Security Support,1288.0,2880,True,Access permission,4.0
TKT-00248,2026-01-08 18:39:00,2026-01-09 07:52:00,Closed,P3 - Medium,Network,VPN issue,Self-service Portal,Canning Vale,Security Support,793.0,1440,True,User error,5.0
TKT-00249,2026-01-17 16:06:00,2026-01-17 20:13:00,Resolved,P2 - High,Account,Access request,Walk-up,Malaga,Desktop Support,247.0,480,True,Software bug,5.0
TKT-00250,2026-06-13 12:38:00,2026-06-14 05:50:00,Closed,P3 - Medium,Network,VPN issue,Self-service Portal,Perth CBD,Network Support,1032.0,1440,True,Hardware failure,4.0
TKT-00251,2026-06-30 11:58:00,2026-06-30 12:46:00,Resolved,P3 - Medium,Printer,Print queue issue,Phone,Malaga,Service Desk,48.0,1440,True,Configuration issue,5.0
TKT-00252,2026-05-11 13:26:00,2026-05-11 19:28:00,Resolved,P2 - High,Hardware,Peripheral fault,Monitoring Alert,Canning Vale,Desktop Support,362.0,480,True,Software bug,5.0
TKT-00253,2026-02-14 15:10:00,2026-02-14 18:52:00,Closed,P3 - Medium,Account,Access request,Phone,Malaga,Security Support,222.0,1440,True,Network outage,4.0
TKT-00254,2026-02-04 10:52:00,2026-02-05 10:45:00,Closed,P3 - Medium,Network,Switch port issue,Self-service Portal,Remote User,Security Support,1433.0,1440,True,Software bug,4.0
TKT-00255,2026-05-06 09:05:00,2026-05-06 09:40:00,Resolved,P3 - Medium,Account,Access request,Walk-up,Perth CBD,Network Support,35.0,1440,True,Configuration issue,5.0
TKT-00256,2026-05-07 15:32:00,2026-05-07 16:31:00,Closed,P2 - High,Software,Application error,Walk-up,Osborne Park,Network Support,59.0,480,True,Network outage,3.0
TKT-00257,2026-05-20 10:27:00,2026-05-20 12:36:00,Resolved,P1 - Critical,Printer,Driver issue,Walk-up,Perth CBD,Security Support,129.0,240,True,Hardware failure,3.0
TKT-00258,2026-01-31 10:13:00,2026-01-31 11:38:00,Closed,P4 - Low,Hardware,Peripheral fault,Walk-up,Remote User,Field Support,85.0,2880,True,Access permission,5.0
TKT-00259,2026-02-22 07:36:00,2026-02-22 14:35:00,Resolved,P3 - Medium,Software,Installation request,Self-service Portal,Osborne Park,Desktop Support,419.0,1440,True,Hardware failure,4.0
TKT-00260,2026-05-12 17:52:00,2026-05-13 02:36:00,Closed,P3 - Medium,Security,Unauthorized access attempt,Email,Malaga,Desktop Support,524.0,1440,True,Access permission,3.0
TKT-00261,2026-03-05 17:25:00,2026-03-05 22:50:00,Resolved,P3 - Medium,CCTV,Video playback issue,Monitoring Alert,Canning Vale,Security Support,325.0,1440,True,User error,4.0
TKT-00262,2026-05-12 18:17:00,2026-05-12 21:14:00,Closed,P4 - Low,Account,MFA issue,Monitoring Alert,Canning Vale,Network Support,177.0,2880,True,Network outage,5.0
TKT-00263,2026-04-28 17:42:00,2026-04-29 09:50:00,Resolved,P3 - Medium,Network,Wi-Fi issue,Self-service Portal,Canning Vale,Desktop Support,968.0,1440,True,Software bug,5.0
TKT-00264,2026-03-14 12:35:00,2026-03-14 15:47:00,Closed,P3 - Medium,Printer,Network printer offline,Walk-up,Remote User,Service Desk,192.0,1440,True,User error,5.0
TKT-00265,2026-02-01 09:28:00,2026-02-01 15:20:00,Closed,P4 - Low,Network,VPN issue,Phone,Remote User,Desktop Support,352.0,2880,True,Access permission,4.0
TKT-00266,2026-01-24 17:23:00,,Open,P4 - Low,Hardware,Docking station issue,Email,Malaga,Desktop Support,,2880,,User error,
TKT-00267,2026-03-01 13:41:00,2026-03-01 17:37:00,Resolved,P3 - Medium,Hardware,Workstation fault,Email,Wangara,Security Support,236.0,1440,True,User error,3.0
TKT-00268,2026-01-03 07:44:00,2026-01-04 05:08:00,Resolved,P2 - High,Network,VPN issue,Phone,Canning Vale,Service Desk,1284.0,480,False,Configuration issue,3.0
TKT-00269,2026-03-22 12:56:00,2026-03-22 23:12:00,Closed,P3 - Medium,Hardware,Keyboard/mouse,Phone,Remote User,Desktop Support,616.0,1440,True,User error,4.0
TKT-00270,2026-04-23 12:46:00,2026-04-23 14:37:00,Closed,P1 - Critical,Software,Software update,Monitoring Alert,Osborne Park,Security Support,111.0,240,True,Unknown,4.0
TKT-00271,2026-02-01 16:46:00,2026-02-02 06:28:00,Closed,P4 - Low,Network,VPN issue,Walk-up,Wangara,Desktop Support,822.0,2880,True,Hardware failure,4.0
TKT-00272,2026-06-05 11:49:00,2026-06-05 13:51:00,Closed,P3 - Medium,Account,Password reset,Walk-up,Wangara,Field Support,122.0,1440,True,Network outage,5.0
TKT-00273,2026-01-14 10:31:00,2026-01-14 16:48:00,Closed,P3 - Medium,Software,Software update,Monitoring Alert,Remote User,Field Support,377.0,1440,True,User error,4.0
TKT-00274,2026-03-23 09:24:00,,Pending User,P4 - Low,Software,Performance issue,Walk-up,Osborne Park,Desktop Support,,2880,,Unknown,
TKT-00275,2026-05-31 08:00:00,2026-05-31 14:28:00,Closed,P4 - Low,Software,Application error,Email,Canning Vale,Field Support,388.0,2880,True,Hardware failure,4.0
TKT-00276,2026-06-29 13:05:00,2026-06-29 13:35:00,Closed,P3 - Medium,Account,Access request,Walk-up,Perth CBD,Network Support,30.0,1440,True,User error,5.0
TKT-00277,2026-05-18 12:25:00,2026-05-19 02:20:00,Resolved,P2 - High,Software,Application error,Walk-up,Remote User,Security Support,835.0,480,False,Access permission,3.0
TKT-00278,2026-04-22 08:29:00,2026-04-22 18:35:00,Closed,P3 - Medium,Security,Suspicious email,Walk-up,Remote User,Desktop Support,606.0,1440,True,User error,5.0
TKT-00279,2026-05-08 12:33:00,2026-05-08 20:25:00,Closed,P2 - High,Network,Slow connection,Phone,Malaga,Desktop Support,472.0,480,True,Access permission,5.0
TKT-00280,2026-01-08 12:51:00,,Open,P3 - Medium,Printer,Network printer offline,Walk-up,Osborne Park,Service Desk,,1440,,Hardware failure,
TKT-00281,2026-04-27 15:23:00,2026-04-27 16:19:00,Closed,P3 - Medium,Account,Access request,Walk-up,Wangara,Network Support,56.0,1440,True,Unknown,3.0
TKT-00282,2026-02-28 18:32:00,2026-02-28 22:52:00,Resolved,P3 - Medium,Network,Wi-Fi issue,Phone,Perth CBD,Security Support,260.0,1440,True,Hardware failure,3.0
TKT-00283,2026-01-10 15:51:00,,Pending Vendor,P2 - High,Hardware,Keyboard/mouse,Phone,Malaga,Desktop Support,,480,,Software bug,
TKT-00284,2026-05-27 12:07:00,2026-05-27 19:20:00,Resolved,P3 - Medium,CCTV,Camera offline,Phone,Wangara,Field Support,433.0,1440,True,User error,5.0
TKT-00285,2026-03-14 11:20:00,2026-03-14 13:12:00,Closed,P2 - High,Security,Unauthorized access attempt,Email,Malaga,Desktop Support,112.0,480,True,Hardware failure,3.0
TKT-00286,2026-04-29 12:37:00,2026-04-30 10:48:00,Closed,P3 - Medium,Software,Software update,Self-service Portal,Wangara,Desktop Support,1331.0,1440,True,User error,5.0
TKT-00287,2026-06-12 18:56:00,2026-06-13 00:29:00,Closed,P1 - Critical,Security,Suspicious email,Monitoring Alert,Remote User,Network Support,333.0,240,False,User error,2.0
TKT-00288,2026-01-16 09:45:00,2026-01-16 22:07:00,Closed,P4 - Low,Network,Wi-Fi issue,Phone,Osborne Park,Security Support,742.0,2880,True,Access permission,4.0
TKT-00289,2026-05-29 08:32:00,2026-05-29 14:24:00,Resolved,P3 - Medium,CCTV,IP address conflict,Email,Osborne Park,Field Support,352.0,1440,True,User error,3.0
TKT-00290,2026-03-08 12:59:00,2026-03-08 17:06:00,Closed,P4 - Low,Software,Installation request,Walk-up,Canning Vale,Network Support,247.0,2880,True,Configuration issue,5.0
TKT-00291,2026-05-30 08:09:00,2026-05-30 13:31:00,Resolved,P2 - High,Network,VPN issue,Monitoring Alert,Malaga,Security Support,322.0,480,True,User error,3.0
TKT-00292,2026-03-20 14:16:00,2026-03-21 10:14:00,Closed,P4 - Low,Software,Application error,Phone,Remote User,Network Support,1198.0,2880,True,Unknown,5.0
TKT-00293,2026-03-25 09:05:00,2026-03-25 09:39:00,Closed,P3 - Medium,Account,MFA issue,Monitoring Alert,Osborne Park,Service Desk,34.0,1440,True,Access permission,5.0
TKT-00294,2026-04-14 14:35:00,2026-04-15 11:37:00,Closed,P4 - Low,Hardware,Monitor issue,Email,Canning Vale,Service Desk,1262.0,2880,True,Unknown,5.0
TKT-00295,2026-02-26 09:12:00,2026-02-26 11:21:00,Closed,P2 - High,Printer,Toner/maintenance,Email,Osborne Park,Field Support,129.0,480,True,Hardware failure,5.0
TKT-00296,2026-02-20 17:28:00,,Pending User,P2 - High,CCTV,NVR connectivity,Email,Malaga,Service Desk,,480,,User error,
TKT-00297,2026-04-21 18:25:00,,Pending Vendor,P2 - High,Security,Unauthorized access attempt,Email,Canning Vale,Security Support,,480,,Configuration issue,
TKT-00298,2026-04-25 09:02:00,2026-04-25 15:49:00,Closed,P4 - Low,Hardware,Peripheral fault,Phone,Remote User,Network Support,407.0,2880,True,Software bug,5.0
TKT-00299,2026-03-13 13:08:00,2026-03-13 21:23:00,Closed,P3 - Medium,Hardware,Peripheral fault,Phone,Remote User,Field Support,495.0,1440,True,Unknown,4.0
TKT-00300,2026-05-03 15:50:00,2026-05-03 19:34:00,Resolved,P3 - Medium,Network,Switch port issue,Self-service Portal,Malaga,Security Support,224.0,1440,True,Hardware failure,4.0
TKT-00301,2026-03-13 07:51:00,2026-03-13 12:59:00,Closed,P3 - Medium,Network,Switch port issue,Walk-up,Osborne Park,Desktop Support,308.0,1440,True,Configuration issue,5.0
TKT-00302,2026-01-15 10:36:00,2026-01-16 00:49:00,Closed,P3 - Medium,Network,VPN issue,Walk-up,Wangara,Desktop Support,853.0,1440,True,Configuration issue,5.0
TKT-00303,2026-06-01 07:45:00,2026-06-01 11:06:00,Resolved,P4 - Low,Account,Access request,Self-service Portal,Wangara,Security Support,201.0,2880,True,Network outage,5.0
TKT-00304,2026-03-01 16:14:00,2026-03-02 09:15:00,Closed,P3 - Medium,Hardware,Keyboard/mouse,Email,Malaga,Field Support,1021.0,1440,True,Configuration issue,3.0
TKT-00305,2026-03-24 07:01:00,2026-03-24 09:51:00,Closed,P3 - Medium,Printer,Driver issue,Email,Osborne Park,Network Support,170.0,1440,True,User error,3.0
TKT-00306,2026-01-26 12:19:00,2026-01-27 09:27:00,Closed,P4 - Low,Hardware,Monitor issue,Monitoring Alert,Remote User,Security Support,1268.0,2880,True,Access permission,4.0
TKT-00307,2026-06-07 12:14:00,2026-06-07 14:10:00,Closed,P3 - Medium,Hardware,Monitor issue,Monitoring Alert,Malaga,Network Support,116.0,1440,True,Configuration issue,5.0
TKT-00308,2026-05-27 13:54:00,2026-05-27 17:47:00,Resolved,P1 - Critical,Network,Switch port issue,Email,Wangara,Field Support,233.0,240,True,Hardware failure,5.0
TKT-00309,2026-05-25 08:59:00,2026-05-26 12:38:00,Closed,P4 - Low,CCTV,Video playback issue,Email,Wangara,Network Support,1659.0,2880,True,Hardware failure,4.0
TKT-00310,2026-06-21 17:46:00,2026-06-21 19:56:00,Closed,P4 - Low,Network,VPN issue,Email,Malaga,Desktop Support,130.0,2880,True,Configuration issue,5.0
TKT-00311,2026-01-01 07:24:00,2026-01-01 08:40:00,Resolved,P3 - Medium,Account,Account lockout,Phone,Canning Vale,Security Support,76.0,1440,True,Software bug,4.0
